"ASC" "income"
"1" "0.292934250614579"
"1" "1.77742924211066"
"1" "2.58444117668306"
"1" "-0.845697702629349"
"1" "1.92912468881105"
"1" "2.00605589215757"
"1" "0.925260039865351"
"1" "0.953368144215813"
"1" "0.935548000906717"
"1" "0.609962170955896"
"1" "1.02280730024645"
"1" "0.501613555140296"
"1" "0.72374610536201"
"1" "1.56445881727627"
"1" "2.45949405897077"
"1" "1.38971450560923"
"1" "0.988990494193358"
"1" "0.588804583370189"
"1" "0.66282831973106"
"1" "3.91583517848934"
"1" "1.63408822015203"
"1" "1.00931410330906"
"1" "1.05945212764677"
"1" "1.95958944100585"
"1" "0.806279753062525"
"1" "0.051795089613528"
"1" "2.07475572090073"
"1" "0.476344277036121"
"1" "1.48486169963582"
"1" "0.564051398831606"
"1" "2.60229754620026"
"1" "1.02440692113094"
"1" "0.790559962487494"
"1" "0.998741939405239"
"1" "-0.129093469078704"
"1" "0.332380737905814"
"1" "-0.680039648948674"
"1" "0.159006807899972"
"1" "1.20570614123629"
"1" "1.03410245959389"
"1" "2.94949626528713"
"1" "0.431357276325419"
"1" "0.644635366262493"
"1" "1.21937699804255"
"1" "0.505659923704335"
"1" "0.531485682127951"
"1" "0.392681807358234"
"1" "0.24801411436106"
"1" "0.976171881012644"
"1" "1.0031500427333"
"1" "-0.306031256801949"
"1" "0.917924075310667"
"1" "0.391110375573219"
"1" "0.485037990507991"
"1" "1.33769047644318"
"1" "2.06305581899452"
"1" "3.14781747281506"
"1" "0.726646576056305"
"1" "3.1059096288573"
"1" "0.34219145230559"
"1" "2.15658846433281"
"1" "4.04899107071786"
"1" "1.46523961019616"
"1" "0.830366420338043"
"1" "1.49239524428903"
"1" "3.27708444814343"
"1" "0.361392263249091"
"1" "2.86782717942326"
"1" "2.82956479078236"
"1" "1.83647279720382"
"1" "1.50689283844196"
"1" "1.04453126183857"
"1" "1.13347606712607"
"1" "2.14828656750315"
"1" "3.57027086133094"
"1" "1.34660158753303"
"1" "0.109299053298509"
"1" "0.776418222889846"
"1" "1.75826176216785"
"1" "1.1829408850388"
"1" "1.32221004233571"
"1" "1.33000592314546"
"1" "0.127698114123306"
"1" "1.32621282958597"
"1" "2.35023225712188"
"1" "2.19760871166825"
"1" "2.0499973510911"
"1" "1.09726802455238"
"1" "1.30840622952152"
"1" "0.305472120397487"
"1" "1.44684118125668"
"1" "1.75519600099583"
"1" "3.20596400724008"
"1" "2.50151325236345"
"1" "1.00441655699854"
"1" "1.85555029699975"
"1" "0.365391956466152"
"1" "2.37820362695229"
"1" "2.47291675337612"
"1" "3.62111710537568"
"1" "1.91452353437499"
"1" "1.02528152647064"
"1" "1.56599349370446"
"1" "0.997522217606134"
"1" "0.674001412870664"
"1" "1.66698927975298"
"1" "0.603735373755241"
"1" "1.66818538765576"
"1" "1.85496826101485"
"1" "1.44789488312887"
"1" "1.30406538128375"
"1" "0.85093024839424"
"1" "0.390232768601268"
"1" "2.34927420265506"
"1" "1.52236252607602"
"1" "2.33114061730684"
"1" "0.255712148655772"
"1" "1.66902641376618"
"1" "2.17316630694768"
"1" "1.47372362355147"
"1" "1.30860783144398"
"1" "0.718093353300124"
"1" "3.55816198776349"
"1" "2.25050145315583"
"1" "3.32420830237829"
"1" "1.58005964109199"
"1" "0.868590701033634"
"1" "-0.0132881200337271"
"1" "0.863900168914949"
"1" "1.72630153249716"
"1" "2.51369034746575"
"1" "1.75275013506634"
"1" "0.328051687158879"
"1" "2.16871432852503"
"1" "-0.150100934844361"
"1" "1.1341477518081"
"1" "1.18388167116692"
"1" "-0.448246047321369"
"1" "2.42005752239091"
"1" "0.877128405121125"
"1" "1.16596335000254"
"1" "2.89514789252962"
"1" "2.13667441103895"
"1" "1.39156830300962"
"1" "2.01376277840467"
"1" "1.89927180727396"
"1" "3.1628564474304"
"1" "1.77589340358548"
"1" "2.00627262320769"
"1" "1.84755197502381"
"1" "1.12276235250369"
"1" "1.59761946310924"
"1" "3.13874464512173"
"1" "0.624407525810431"
"1" "1.62175999864105"
"1" "2.86213066084498"
"1" "1.26537891307729"
"1" "0.446617192056914"
"1" "0.630216394364088"
"1" "1.10987297035295"
"1" "0.652649926870428"
"1" "1.2393606079006"
"1" "1.08558029365811"
"1" "1.31694920228057"
"1" "1.90705609788058"
"1" "2.12463312820215"
"1" "3.17820574370471"
"1" "1.43130634643501"
"1" "1.17916008734182"
"1" "2.97100571704891"
"1" "3.2043293978271"
"1" "1.54324403755753"
"1" "1.16734268086648"
"1" "-0.322235417563096"
"1" "2.91126239874678"
"1" "0.662417565923139"
"1" "0.376237205604684"
"1" "4.54376588609529"
"1" "1.73502130825067"
"1" "1.46674138988669"
"1" "-1.2322195229558"
"1" "1.4002094115581"
"1" "2.4760317349224"
"1" "1.9138689154511"
"1" "2.41232216161011"
"1" "3.48373220068438"
"1" "2.66910851401363"
"1" "0.99126298458478"
"1" "2.20418017846551"
"1" "1.30158372617792"
"1" "0.961929211115137"
"1" "-1.35575865501923"
"1" "0.710353147736239"
"1" "1.98781463516368"
"1" "3.66803253951933"
"1" "2.00069461428079"
"1" "2.12021020366732"
"1" "0.534096789866425"
"1" "1.66265470811826"
"1" "-0.578237541887377"
"1" "1.98522682056925"
"1" "2.19676877856491"
"1" "1.68551391558306"
"1" "2.20073351554446"
"1" "1.81168102866136"
"1" "2.26046236196784"
"1" "3.34246362620766"
"1" "2.6123628412626"
"1" "1.53266395750144"
"1" "0.385551035202636"
"1" "1.91805782238508"
"1" "1.09976476265684"
"1" "2.99349310261748"
"1" "-0.107080939849717"
"1" "1.08424821159848"
"1" "1.92200837321742"
"1" "1.34826346346502"
"1" "0.89384888473578"
"1" "1.19527893103329"
"1" "2.12953609988447"
"1" "2.39517198027554"
"1" "2.16021263182041"
"1" "3.77348352044748"
"1" "2.67349757263239"
"1" "1.78770972831379"
"1" "0.840229906178694"
"1" "4.41914013071762"
"1" "2.17741550043833"
"1" "0.815679655863993"
"1" "1.68649208308097"
"1" "1.17560669951634"
"1" "1.22529578177419"
"1" "0.566496659410132"
"1" "1.61684534498608"
"1" "1.81916023864812"
"1" "0.42245787724057"
"1" "-1.73315213292314"
"1" "1.24512534734547"
"1" "1.52951783032148"
"1" "2.09427377411051"
"1" "1.5591351681788"
"1" "1.91339889473705"
"1" "0.402227825429579"
"1" "2.21117525727044"
"1" "2.21888872985414"
"1" "1.75165106902897"
"1" "2.85727443615177"
"1" "1.90446847127861"
"1" "1.76436426983794"
"1" "1.7680439041437"
"1" "1.93693057703948"
"1" "2.56012390548736"
"1" "1.95219039652872"
"1" "2.16319861568706"
"1" "0.363626446009165"
"1" "1.12950248290788"
"1" "2.97696958979247"
"1" "0.276096249486244"
"1" "1.75806838739611"
"1" "1.90500280543352"
