"vmt1" "vmt2" "vmt3" "vmt4" "vmt5" "vmt6" "vmt7" "vmt8" "vmt9" "vmt10" "vmt11" "vmt12" "vmt13" "vmt14" "vmt15" "vmt16" "vmt17"
"3.89919311056397" "4.82513760912894" "9.7111292419513" "4.71631886160562" "6.80435076383064" "7.89259118154613" "6.39150150458671" "5.23488925763719" "3.13711384992066" "2.25333124547679" "1.82660233083417" "4.51936578447491" "7.59926043889513" "4.75670382187668" "6.19616218036702" "6.84770032179932" "4.71035937734658"
"6.07932916297617" "4.91448046252281" "4.37277842680005" "1.90451617751206" "5.06620479264654" "4.88284780509667" "4.0658598015004" "7.53955053921722" "8.1440413531672" "4.37095872151009" "3.78531834588757" "5.09755608853965" "3.95819193593801" "5.82465179784131" "4.81216431198835" "5.32649450264815" "7.45029306591455"
"3.23626207789726" "4.11673634104105" "4.52714632563701" "5.74517419175512" "4.47088172511668" "4.59900759228702" "6.90901675294674" "4.51592618513339" "7.37151510098685" "7.83225616083691" "8.16583784413437" "3.4910721769633" "7.38599548195196" "2.8363444683127" "7.74228285804669" "1.78258182341399" "5.89099849202628"
"6.94151984062995" "4.03233235053392" "5.16778489281539" "4.81005832931683" "5.71754465989805" "6.58222610401257" "4.42961564388831" "4.8286004587269" "8.46997511108288" "4.02800362167641" "5.13130068129139" "7.00236206380572" "3.53522514326664" "6.20557458706027" "8.13667444064613" "5.23937838927904" "2.1028412311986"
"5.02353607621217" "3.65614596529186" "4.52236413370807" "5.78940571924064" "4.99491197811775" "5.40930040701309" "5.03972099672863" "5.30232258406042" "6.37459447149923" "5.12047531532149" "7.75743314410619" "3.79426520816908" "9.25530543734233" "6.07847469407704" "4.86426896730081" "5.60796272710107" "4.59080911687019"
"6.05112539190377" "4.49438863957154" "3.76423552826443" "2.99938733588586" "4.52112880087291" "5.11240254503166" "3.34667873690762" "6.50087117348095" "5.65261215137686" "5.01728162976027" "4.73219370297019" "4.68393491270468" "4.71997909863143" "6.39180460840524" "4.26495559804583" "4.56158068824864" "6.55490511083553"
"5.35885609522741" "4.21558662533422" "5.60968796611123" "5.29903827920137" "5.60955967959401" "8.86494342401842" "5.95786896242125" "3.75906300846923" "6.70166128047079" "7.65376543087247" "6.27859958845033" "6.02864434181758" "8.87012569337077" "2.8732592174877" "4.41067699098098" "5.03860742611438" "8.2985599435785"
"1.36009348751179" "7.59071411215376" "6.61681194428129" "6.26445279754394" "2.53509719735726" "4.33676549597979" "3.96714368576655" "4.29278106686117" "0.875179550225069" "3.70347336447457" "3.52701574247391" "4.02726401032908" "4.76093330525734" "7.42261298039376" "6.23427462055794" "6.19820852094161" "5.44688538342355"
"7.60993796365144" "6.22971300832489" "1.96940610162334" "6.20557345150622" "8.86488861315257" "5.72152379440684" "4.42205132604582" "5.23440866011978" "11.0152939617901" "7.54323194736989" "7.33285602305677" "6.84519632290036" "6.13047969640751" "5.2083771951845" "7.01775478250614" "6.54835187000731" "3.61796382990898"
"5.12402315338318" "4.31755445568182" "6.84165507856202" "4.53936650404223" "5.40877470091868" "3.30664798299248" "8.21726054959902" "6.82432507974101" "7.10797584658858" "6.84593469675392" "6.80070902446609" "5.14174738082304" "5.29091768640363" "5.76747668743482" "4.92788179228044" "5.37430996184435" "7.90752249986062"
"6.05840315546857" "6.03037416440328" "7.03209637780994" "2.89684923363825" "4.78413879236578" "5.26153894700668" "6.24479042389684" "4.97377116482756" "3.94671758404823" "4.57374894946043" "4.94488148924955" "7.11332695341967" "8.35221417554164" "5.68168759808475" "5.91859519278893" "4.53078011757318" "5.05657028614513"
"5.07953783589244" "7.79396871621035" "5.52511467005684" "3.85819362537864" "2.39062038990696" "6.97153181190457" "4.07936938802983" "6.19695263548008" "3.9762281715492" "2.00811497940734" "3.84681204617304" "4.03284798576471" "4.65122063284787" "7.90991805435548" "7.3801068861218" "6.48965915423764" "6.72471205441778"
"8.00919922044239" "5.67692799944811" "3.8641485109049" "6.1203688248269" "5.33411095433896" "3.0334186227278" "3.38904694460134" "4.31382775538733" "3.78586382542592" "4.80905958293507" "5.66802281809222" "2.30443979213417" "6.25577760566395" "5.90476293741116" "5.62469769501935" "6.17763913327853" "3.71693978179856"
"3.29997048585345" "6.81906796594775" "5.16672825280738" "6.62324372705885" "5.34544518024236" "6.24515977309286" "6.90396145236336" "6.47740970877041" "6.6728446938506" "4.25685499159948" "3.45622544929797" "6.10988819926437" "6.96504780018777" "4.22055513975571" "5.51432399490879" "5.10677541251316" "9.8213371358514"
"0.0457725128267583" "4.86645497118071" "2.57397111901441" "7.03207718725447" "5.78521887906144" "4.79856092301165" "5.54442982963534" "7.01081113556937" "7.27269612487323" "7.50530632862567" "5.95991830107391" "3.15600620175977" "4.71081395274044" "7.14353808478733" "7.69002364087578" "7.13746642040644" "3.41312945259465"
"6.56134723529832" "4.80397427703981" "4.04943746299858" "7.0838617509403" "1.63298141788454" "6.42807964035179" "3.11237593073985" "4.41921354432265" "5.52484065741719" "5.59258046989248" "3.73919126404288" "5.98862222527828" "2.97946585411498" "5.49742188764679" "4.70057849782203" "7.03767336524385" "3.32012438863798"
"2.28326850289018" "7.10998336897775" "3.82685140366108" "6.74291026109842" "3.94538754483997" "5.24903896574169" "2.49732719233236" "6.4004591182996" "7.40099437494693" "1.5680719075964" "6.26288397207041" "4.86187918761053" "7.07758926649107" "3.6525438408541" "2.78625003400298" "7.25660810654872" "7.93689779605567"
"3.37794856290545" "5.9346978219584" "5.61896632380448" "5.37770736019226" "5.96309684241356" "5.37941276206226" "4.26848667990811" "5.04275601191439" "6.1118519385515" "3.9043814710991" "4.4635751343062" "1.61189591885491" "5.19485274224716" "2.99671575185432" "7.00285168200009" "5.07174191218553" "6.86240178932714"
"2.64696550265537" "6.2620297036016" "4.75211447223778" "5.47015205490951" "6.25351853149055" "4.23365609515809" "6.70347050229319" "5.01068801149775" "5.45789697541512" "7.60316038503032" "5.34906055524367" "5.63204835451391" "3.23929971471438" "5.20106930449473" "4.56370005336373" "7.04210971022365" "4.96009653727771"
"1.55800642325363" "5.20406563330788" "4.91006732578933" "4.89372161420885" "4.8604439482271" "5.0628291189184" "8.14313235247204" "3.83662111127889" "5.26678723903727" "6.55695804985059" "6.24384618478619" "4.93507150565999" "7.53751395792273" "7.17021710437263" "6.65467170704778" "4.98271343801328" "3.54403736767593"
"4.06359231053376" "2.75815545275788" "3.44547649632812" "8.00399867803168" "7.01081912674948" "6.36232487700534" "6.13361022294585" "4.81361050477189" "3.05745874991235" "3.7402425869205" "6.10223605824285" "6.51902816423319" "4.73063266713178" "5.8336615546173" "5.91442346109631" "6.14223350666748" "5.66605511221458"
"5.55973814816755" "4.21199492434188" "2.66892155583008" "2.87657178206973" "2.80223819077653" "5.31203115287835" "5.28732218483643" "5.69778664652827" "5.83532299201724" "7.5050492556055" "5.11481346908594" "4.26806091299053" "5.9978896162409" "4.34703669240481" "3.28823552791444" "3.40029832787515" "4.75539755886828"
"3.64050341665359" "6.96195304286601" "7.0277306156275" "5.1912197246768" "5.2231131922712" "5.42383024731689" "6.44651189739255" "4.76583651906505" "3.38506312756397" "3.27835777536846" "2.81585332923249" "6.99086266018354" "7.55983396430684" "5.88134195485776" "4.01551488262996" "5.47375393651479" "7.47629057860891"
"5.57932579209016" "8.14633286631086" "5.30384066168821" "4.65583677150874" "7.76517482635644" "3.97991238018014" "5.86621015790195" "5.26161689436385" "8.05255180891052" "6.40019203609261" "4.64723947093358" "5.03281419851812" "7.16226863100739" "3.47377933409182" "7.19988049677686" "7.15643629525898" "5.74923462454968"
"6.31366849280124" "3.7437605887289" "4.25009355592931" "3.32220623666405" "5.47328221046836" "6.02148475017985" "6.60220742325857" "6.40704298352153" "6.49099488367331" "5.50584267971179" "4.61465990071222" "4.74255176681111" "2.46265243643581" "2.11209176890946" "2.97083307034835" "3.62204500149797" "8.36701294086118"
"3.37881448805615" "5.87634593895872" "5.33262413646802" "3.96752338400579" "3.98443928273108" "4.19265973587581" "6.99362215894298" "3.39048556609308" "5.84459205500451" "5.01615798529478" "3.89981258839606" "7.23758004459035" "5.32475436938896" "5.82311645852505" "2.90298604384959" "7.3113885921831" "4.62451908751585"
"2.98273444426965" "3.76785511162392" "6.16702637296903" "7.57389309374972" "2.98081632458166" "5.44889905523529" "3.58849924259255" "5.23196391621041" "2.9105968519282" "6.67365375524576" "4.66964368436541" "9.36452458477961" "5.26769104403649" "2.27572763809382" "7.78901774474003" "8.25909193593209" "2.77740701119714"
"5.54931617779941" "5.103607522256" "5.91695696534564" "2.44171390638424" "6.27763087606139" "7.12065708477495" "2.77692271984053" "3.80352121806353" "5.12905976460816" "2.90466044142626" "7.45827196168702" "5.97680006462639" "2.81236085596738" "5.39247266730716" "4.35306149108509" "5.36329713426783" "8.29440009534427"
"5.04229540778722" "6.52451135661593" "6.13624862849274" "5.37175916176761" "6.86906809946406" "5.78169875151672" "2.14477807716829" "5.70335169116693" "2.41360572176387" "6.39779008964071" "9.84326781034179" "5.21190409002189" "5.87988326180563" "4.57036016051774" "6.0753344349289" "6.26398537969496" "3.86587120841514"
"3.23521492097717" "3.87171584618828" "4.13615619489131" "5.30453332294256" "5.55550719074543" "7.11790891125602" "4.51707901101758" "4.72611949424381" "8.64850410734772" "6.50899263370654" "3.32313278406893" "5.31301261593777" "3.47819402003002" "5.80870889941601" "5.65859673042845" "5.35527320028916" "6.68866415604034"
"3.41037504391709" "6.55754061368362" "3.36034568995817" "7.86526879357891" "3.48576158827855" "3.0615434476557" "5.53128133191528" "5.99355035410925" "4.71771500379621" "3.47186321914939" "7.0930914354097" "5.7887559227478" "6.79221970331623" "5.04832450312584" "6.65388408159209" "7.26381111169188" "6.93074948312044"
"8.51986711920304" "4.65119194018668" "5.44417636516067" "7.76283550781363" "4.18187567413875" "6.20380654071156" "3.90779688463701" "4.31572130023339" "8.2791073670972" "3.98143672718912" "6.33780926560913" "5.52233017150138" "4.59951300494025" "4.34510223116371" "3.84549395430537" "5.06183336991891" "6.42159748241533"
"6.16279357177199" "4.15911359512032" "3.76093453416725" "5.72802431192185" "4.66480634427746" "3.65989788795894" "6.19666937909204" "3.70521351894127" "4.42047483244784" "5.37710999637455" "4.27212031806016" "4.91068834099939" "4.12068093661205" "6.18996475157419" "5.56696263577058" "8.155778527929" "3.97406245693357"
"4.88035414832898" "6.20023997507998" "2.26750728361494" "4.84106565191632" "6.32399233057129" "6.13754075726454" "6.0242863553179" "4.16914283406945" "6.819102240088" "3.70294294977064" "3.9938752799514" "5.63789873392177" "6.57747624339511" "6.08724447978374" "4.9523316257312" "4.41077757626235" "7.14774367895543"
"5.76002921595813" "5.41958872396692" "4.69842504941686" "3.89269091657403" "3.14357336778559" "6.57717944789807" "4.28470242839009" "5.22568706130791" "7.41710975194312" "5.15599334279054" "7.68189979012757" "2.20560005079092" "5.72394237156645" "6.14603266915425" "5.81548892865834" "6.17746893000329" "3.23468434618497"
